2015-07-15,77.650002,78.169998,76.400002,76.709999,67.874214,6330500
2015-07-16,76.970001,78.839996,76.949997,78.750000,69.679253,5634100
2015-07-17,79.430000,79.690002,77.260002,79.629997,70.457855,6100900
2015-07-20,79.949997,81.199997,79.129997,80.110001,70.882591,10284500
2015-07-21,79.970001,80.680000,79.400002,80.220001,70.979927,6088600
2015-07-22,80.830002,80.900002,78.580002,78.639999,69.581909,5201200
2015-07-23,78.419998,78.570000,76.639999,76.739998,68.378990,2975400
2015-07-24,76.919998,77.430000,75.949997,76.410004,68.084953,3116000
2015-07-27,76.629997,77.980003,76.290001,77.379997,68.949265,5774300
2015-07-28,78.440002,78.650002,77.500000,78.320000,69.786842,1895900
2015-07-29,78.260002,78.300003,77.000000,77.910004,69.421524,2278600
2015-07-30,78.209999,79.690002,77.599998,79.209999,70.579880,3247000
2015-07-31,79.940002,79.940002,78.864998,79.470001,70.811554,2685500
2015-08-03,80.000000,81.029999,79.910004,80.370003,71.613510,2681800
2015-08-04,80.570000,81.000000,79.669998,79.809998,71.114502,2429600
2015-08-05,80.010002,81.000000,79.849998,80.480003,71.711510,4324300
2015-08-06,81.050003,81.190002,79.510002,79.760002,71.069962,3708600
2015-08-07,79.139999,79.379997,77.290001,78.459999,69.911591,3274100
2015-08-10,79.430000,79.800003,78.570000,78.809998,70.223450,3252300
2015-08-11,77.629997,80.480003,77.070000,77.970001,69.474983,3679600
2015-08-12,77.830002,78.309998,76.089996,76.690002,68.334442,3688800
2015-08-13,77.010002,77.070000,75.800003,75.989998,67.710693,2917500
2015-08-14,76.070000,76.739998,75.116997,76.419998,68.093842,2572800
2015-08-17,75.860001,76.410004,75.510002,75.800003,67.541412,2260300
2015-08-18,75.720001,75.953003,75.059998,75.190002,66.997879,2009700
2015-08-19,75.000000,75.290001,73.919998,74.779999,66.632523,3025700
2015-08-20,74.019997,74.764000,73.779999,74.250000,66.160278,2207000
2015-08-21,73.309998,74.250000,72.260002,72.269997,64.396011,5564500
2015-08-24,68.239998,72.239998,61.419998,70.870003,63.148540,9844600
2015-08-25,71.540001,72.400002,70.000000,70.209999,62.560455,4423400
2015-08-26,71.720001,74.110001,69.529999,73.910004,65.857323,5356300
2015-08-27,73.169998,75.250000,73.120003,75.180000,66.988960,5937800
2015-08-28,74.400002,75.190002,73.820000,74.690002,66.552345,2150100
2015-08-31,74.209999,74.430000,72.570000,72.660004,64.743515,2623200
2015-09-01,71.230003,72.540001,69.639999,70.120003,62.480263,4671400
2015-09-02,70.839996,72.070000,70.309998,72.070000,64.217796,2986500
2015-09-03,72.559998,73.889999,71.790001,72.160004,64.297989,2595300
2015-09-04,71.139999,71.690002,70.128998,70.570000,62.881233,2997000
2015-09-08,71.849998,74.330002,70.809998,74.070000,65.999886,4450700
2015-09-09,74.449997,74.500000,71.980003,72.169998,64.306908,2926300
2015-09-10,72.129997,73.050003,71.779999,72.160004,64.297989,3619700
2015-09-11,72.250000,73.930000,71.599998,73.760002,65.723663,2146700
2015-09-14,73.500000,74.709999,72.555000,74.550003,66.427612,2927400
2015-09-15,74.940002,75.519997,73.754997,75.389999,67.176079,2955300
2015-09-16,75.199997,76.709999,74.300003,76.370003,68.049309,2302800
2015-09-17,76.580002,77.760002,76.000000,76.430000,68.102776,3142600
2015-09-18,75.550003,76.500000,75.010002,75.440002,67.220634,7175000
2015-09-21,75.690002,76.190002,74.959999,75.199997,67.006775,3256300
2015-09-22,74.150002,74.870003,73.660004,74.309998,66.213737,2628700
2015-09-23,74.169998,74.598000,73.254997,73.309998,65.322708,3713200
2015-09-24,73.000000,73.139999,71.699997,72.919998,64.975182,4416100
2015-09-25,73.800003,73.849998,72.779999,73.349998,65.358337,3517000
2015-09-28,72.809998,73.269997,69.989998,69.989998,62.364418,5006600
2015-09-29,70.160004,70.980003,68.650002,69.199997,61.660496,3870900
2015-09-30,69.669998,70.800003,69.459999,70.580002,62.890137,3098000
2015-10-01,71.269997,71.970001,69.769997,70.830002,63.112907,2519700
2015-10-02,70.190002,71.459999,69.370003,71.410004,63.629723,2593100
2015-10-05,72.000000,73.250000,71.349998,72.239998,64.369278,6323500
2015-10-06,72.290001,73.050003,71.889999,72.470001,64.574219,2760200
2015-10-07,72.739998,73.739998,72.480003,73.150002,65.180130,2325200
2015-10-08,73.160004,74.470001,72.739998,74.430000,66.320656,2239700
2015-10-09,74.410004,75.220001,73.989998,74.389999,66.285027,2938100
2015-10-12,74.410004,74.410004,73.309998,73.720001,65.688026,2081100
2015-10-13,73.610001,73.930000,73.180000,73.379997,65.385063,2147500
2015-10-14,73.120003,74.300003,73.000000,73.769997,65.732582,1956800
2015-10-15,74.150002,75.220001,73.921997,75.220001,67.024590,2135700
2015-10-16,75.680000,78.000000,74.870003,77.389999,68.958168,3435200
2015-10-19,76.889999,77.199997,76.290001,76.800003,68.432457,1951900
2015-10-20,76.199997,77.160004,76.110001,76.870003,68.494827,1902900
2015-10-21,77.000000,77.739998,76.629997,77.050003,68.655220,2370100
2015-10-22,77.220001,79.940002,77.220001,79.940002,71.230354,3951700
2015-10-23,79.150002,79.889999,77.430000,77.980003,69.483910,3179000
2015-10-26,78.180000,78.180000,76.480003,76.809998,68.441353,2563800
2015-10-27,76.209999,77.480003,76.209999,77.169998,68.762138,2435200
2015-10-28,77.150002,79.199997,76.339996,79.180000,70.553146,2382000
2015-10-29,78.839996,78.997002,77.848999,78.650002,70.080894,1756700
