39.86
41.02
40.6
41.35
41.07
40.45
41.05
42.61
42.91
41.81
42.21
42.8
42.74
42.85
43
43.35
43.27
42.99
43.46
43.4
42.59
42.59
43.17
43.67
43.68
42.81
42.19
42
41.74
41.59
42.36
42.15
41.32
39.54
41.13
41.28
41.56
41.37
40.83
40.45
41.04
41.71
41.7
42.41
42.05
42.37
42.21
41
40.83
40.17
40.16
40.41
41.1
40.92
38.84
39.35
39.54
40
40.25
40.15
40.65
40.85
41.46
40.61
40.1
40.05
40.95
42.02
41.64
42.69
42.99
42.64
43.29
43.67
43.12
42.79
42.47
41.21
41.48
42.31
42.39
42.83
43.46
43.49
43.97
44.38
44.68
44.95
45.14
45.04
